0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-36.19,41.12470747,-36.19,27.36033475,3.28295,60.32834739,0,-0.59,-0.436,1.259544,2.212488,7.944,-97.596,-34.62,28.23158809
-36.19,41.12608541,-36.19,27.43106112,3.352869626,60.33036878,0.069809626,-0.59,-0.436,1.329353626,2.282189626,8.013809626,-97.52619037,-34.62,28.23253403
-36.19,41.1191957,-36.19,27.49626575,3.422107987,60.32026184,0.139597987,-0.59,-0.436,1.399141987,2.351977987,8.083597987,-97.45640201,-34.62,28.22780433
-36.19,41.1191957,-36.19,27.56601158,3.491853825,60.32026184,0.209343825,-0.59,-0.436,1.468887825,2.421723825,8.153343825,-97.38665618,-34.62,28.22780433
-36.19,41.11781775,-36.19,27.63477691,3.561425895,60.31824045,0.279025895,-0.59,-0.436,1.538465895,2.491513895,8.223025895,-97.31697411,-34.62,28.22685839
-36.19,41.12332953,-36.19,27.70804097,3.631462971,60.32632601,0.348622971,-0.59,-0.436,1.608166971,2.561110971,8.292622971,-97.24737703,-34.62,28.23064215
-36.19,41.1191957,-36.19,27.77478161,3.700623853,60.32026184,0.418113853,-0.59,-0.436,1.677657853,2.630601853,8.362113853,-97.17788615,-34.62,28.22780433
-36.19,41.1191957,-36.19,27.84414513,3.769987374,60.32026184,0.487477374,-0.59,-0.436,1.746917374,2.699965374,8.431477374,-97.10852263,-34.62,28.22780433
-36.19,41.11781775,-36.19,27.91244342,3.839092404,60.31824045,0.556692404,-0.59,-0.436,1.816132404,2.769180404,8.500692404,-97.0273076,-34.62,28.22685839
-36.19,41.1191957,-36.19,27.98240562,3.90824786,60.32026184,0.62573786,-0.59,-0.436,1.88528186,2.83822586,8.56973786,-96.97026214,-34.62,28.22780433
-36.19,41.1191957,-36.19,28.05126047,3.977102711,60.32026184,0.694592711,-0.59,-0.436,1.954136711,2.906972711,8.638592711,-96.90140729,-34.62,28.22780433
-36.19,41.11781775,-36.19,28.11898699,4.045635982,60.31824045,0.763235982,-0.59,-0.436,2.022779982,2.975723982,8.707235982,-96.83276402,-34.62,28.22685839
-36.19,41.1191957,-36.19,28.18831452,4.114156763,60.32026184,0.831646763,-0.59,-0.436,2.091086763,3.044134763,8.775646763,-96.76435324,-34.62,28.22780433
-36.19,41.1191957,-36.19,28.25647198,4.182314217,60.32026184,0.899804217,-0.59,-0.436,2.159244217,3.112292217,8.843804217,-96.69619578,-34.56,28.22780433
-36.19,41.12470747,-36.19,28.32802233,4.250637582,60.32834739,0.967687582,-0.59,-0.436,2.227231582,3.180067582,8.911687582,-96.61631242,-34.56,28.23158809
-36.19,41.12608541,-36.19,28.39652768,4.31833618,60.33036878,1.03527618,-0.59,-0.436,2.29471618,3.24776418,8.97927618,-96.54872382,-34.56,28.23253403
-36.19,41.12332953,-36.19,28.46196743,4.385389423,60.32632601,1.102549423,-0.59,-0.436,2.362093423,3.315037423,9.046549423,-96.49345058,-34.56,28.23064215
-36.19,41.12332953,-36.19,28.52890482,4.452326819,60.32632601,1.169486819,-0.59,-0.436,2.429030819,3.381866819,9.113486819,-96.42651318,-34.56,28.23064215
-36.19,41.12746335,-36.19,28.59823622,4.519237977,60.33239017,1.236067977,-0.59,-0.436,2.495611977,3.448555977,9.180067977,-96.35993202,-34.56,28.23347997
-36.19,41.12332953,-36.19,28.66169062,4.585112618,60.32632601,1.302272618,-0.59,-0.436,2.561712618,3.514760618,9.246272618,-96.29372738,-34.56,28.23064215
-36.19,41.12332953,-36.19,28.72749858,4.650920573,60.32632601,1.368080573,-0.59,-0.436,2.627520573,3.580460573,9.312080573,-96.22791943,-34.56,28.23064215
-36.19,41.12332953,-36.19,28.7928898,4.716311798,60.32632601,1.433471798,-0.59,-0.436,2.693015798,3.645851798,9.377471798,-96.1625282,-34.56,28.23064215
-36.19,41.12195158,-36.19,28.85692763,4.781156374,60.32430462,1.498426374,-0.59,-0.436,2.757970374,3.710806374,9.442426374,-96.09757363,-34.56,28.22969621
-36.19,41.12332953,-36.19,28.92234252,4.845764514,60.32632601,1.562924514,-0.59,-0.436,2.822468514,3.775304514,9.506924514,-96.03307549,-34.56,28.23064215
-36.19,41.12332953,-36.19,28.98636457,4.909786572,60.32632601,1.626946572,-0.59,-0.436,2.886490572,3.839434572,9.571946572,-95.96905343,-34.56,28.23064215
-36.19,41.12332953,-36.19,29.04989105,4.973313047,60.32632601,1.690473047,-0.59,-0.436,2.950017047,3.902961047,9.635473047,-95.90552695,-34.56,28.23064215
-36.19,41.12608541,-36.19,29.11473609,5.036544587,60.33036878,1.753484587,-0.59,-0.436,3.013028587,3.966080587,9.697484587,-95.84251541,-34.56,28.23253403
-36.19,41.12470747,-36.19,29.17629675,5.098911999,60.32834739,1.815961999,-0.59,-0.436,3.075505999,4.028449999,9.759961999,-95.780038,-34.56,28.23158809
-36.19,41.1288413,-36.19,29.24097124,5.161166251,60.33441156,1.877886251,-0.59,-0.436,3.137430251,4.090266251,9.821886251,-95.71811375,-34.56,28.23442591
-36.19,41.12195158,-36.19,29.29773974,5.221968481,60.32430462,1.939238481,-0.59,-0.436,3.198782481,4.151618481,9.883238481,-95.65676152,-34.56,28.22969621
-36.19,41.12332953,-36.19,29.359418,5.28284,60.32632601,2,-0.59,-0.436,3.259544,4.21238,9.944,-95.596,-34.56,28.23064215
-36.19,41.12332953,-36.19,29.4195703,5.3429923,60.32632601,2.0601523,-0.59,-0.436,3.3195923,4.2726403,10.0041523,-95.5238477,-34.56,28.23064215
-36.19,41.12332953,-36.19,29.47909506,5.402517057,60.32632601,2.119677057,-0.59,-0.436,3.379221057,4.332165057,10.06367706,-95.46432294,-34.56,28.23064215
-36.19,41.12332953,-36.19,29.53797414,5.46139614,60.32632601,2.17855614,-0.59,-0.436,3.43810014,4.39104414,10.12255614,-95.41744386,-34.56,28.23064215
-36.19,41.11781775,-36.19,29.59252263,5.519171614,60.31824045,2.236771614,-0.59,-0.436,3.496315614,4.449151614,10.18077161,-95.35922839,-34.56,28.22685839
-36.19,41.12332953,-36.19,29.65372375,5.577145745,60.32632601,2.294305745,-0.59,-0.435,3.553745745,4.506793745,10.23830575,-95.30169425,-34.56,28.23064215
-36.19,41.12332953,-36.19,29.71055901,5.633981009,60.32632601,2.351141009,-0.59,-0.436,3.610581009,4.563629009,10.29514101,-95.24485899,-34.56,28.23064215
-36.19,41.12195158,-36.19,29.76576135,5.689990093,60.32430462,2.407260093,-0.59,-0.436,3.666700093,4.619856093,10.35126009,-95.18873991,-34.62,28.22969621
-36.19,41.11643981,-36.19,29.81748017,5.744935901,60.31621906,2.462645901,-0.59,-0.436,3.722189901,4.675025901,10.4066459,-95.1333541,-34.62,28.22591245
-36.19,41.1191957,-36.19,29.87394932,5.799791564,60.32026184,2.517281564,-0.59,-0.436,3.776721564,4.729661564,10.46128156,-95.07871844,-34.62,28.22780433
-36.19,41.12332953,-36.19,29.93056844,5.853990439,60.32632601,2.571150439,-0.59,-0.436,3.830590439,4.783638439,10.51515044,-95.02484956,-34.62,28.23064215
-36.19,41.12332953,-36.19,29.98365412,5.907076116,60.32632601,2.624236116,-0.59,-0.436,3.883780116,4.836724116,10.56823612,-94.97176388,-34.62,28.23064215
-36.19,41.1191957,-36.19,30.03319019,5.959032425,60.32026184,2.676522425,-0.59,-0.436,3.936066425,4.889010425,10.62152243,-94.93147757,-34.62,28.22780433
-36.19,41.11781775,-36.19,30.08374445,6.01039344,60.31824045,2.72799344,-0.59,-0.436,3.98753744,4.94058944,10.67199344,-94.86800656,-34.62,28.22685839
-36.19,41.12195158,-36.19,30.13713474,6.061363482,60.32430462,2.778633482,-0.59,-0.436,4.038073482,4.991121482,10.72263348,-94.81736652,-34.62,28.22969621
-36.19,41.12608541,-36.19,30.18967862,6.111487125,60.33036878,2.828427125,-0.59,-0.436,4.087971125,5.040915125,10.77242712,-94.76757288,-34.62,28.23253403
-36.19,41.12195158,-36.19,30.23586046,6.160089201,60.32430462,2.877359201,-0.59,-0.436,4.136903201,5.089847201,10.8213592,-94.7186408,-34.62,28.22969621
-36.19,41.1191957,-36.19,30.28208257,6.207924806,60.32026184,2.925414806,-0.59,-0.436,4.184958806,5.137902806,10.86841481,-94.65858519,-34.62,28.22780433
-36.19,41.1191957,-36.19,30.32924706,6.255089302,60.32026184,2.972579302,-0.59,-0.436,4.232019302,5.185067302,10.9165793,-94.6234207,-34.62,28.22780433
-36.19,41.12332953,-36.19,30.37825632,6.301678321,60.32632601,3.018838321,-0.59,-0.436,4.278278321,5.231326321,10.96283832,-94.57716168,-34.62,28.23064215
-36.19,41.12608541,-36.19,30.42542927,6.347237772,60.33036878,3.064177772,-0.59,-0.436,4.323617772,5.276665772,11.00817777,-94.53182223,-34.62,28.23253403
-36.19,41.12608541,-36.19,30.46983534,6.391643846,60.33036878,3.108583846,-0.59,-0.436,4.368127846,5.321071846,11.05358385,-94.49941615,-34.62,28.23253403
-36.19,41.12470747,-36.19,30.51237776,6.434993014,60.32834739,3.152043014,-0.59,-0.436,4.411483014,5.364531014,11.09704301,-94.45595699,-34.62,28.23158809
-36.19,41.12470747,-36.19,30.55487679,6.47749204,60.32834739,3.19454204,-0.59,-0.436,4.45398204,5.40703004,11.13854204,-94.40145796,-34.56,28.23158809
-36.19,41.1191957,-36.19,30.59273574,6.518577977,60.32026184,3.236067977,-0.59,-0.436,4.495611977,5.448447977,11.18006798,-94.35993202,-34.56,28.22780433
-36.19,41.12332953,-36.19,30.63602618,6.559448177,60.32632601,3.276608177,-0.59,-0.436,4.536152177,5.489096177,11.22060818,-94.31939182,-34.56,28.23064215
-36.19,41.1191957,-36.19,30.67281805,6.59866029,60.32026184,3.31615029,-0.59,-0.436,4.57569429,5.52863829,11.26015029,-94.27984971,-34.56,28.22780433
-36.19,41.12470747,-36.19,30.71501702,6.637632272,60.32834739,3.354682272,-0.59,-0.436,4.614122272,5.567170272,11.29868227,-94.24131773,-34.56,28.23158809
-36.19,41.12608541,-36.19,30.75344388,6.675252385,60.33036878,3.392192385,-0.59,-0.436,4.651736385,5.604680385,11.33719238,-94.21580762,-34.56,28.23253403
-36.19,41.12470747,-36.19,30.78900395,6.711619203,60.32834739,3.428669203,-0.59,-0.436,4.688213203,5.641157203,11.3736692,-94.1673308,-34.56,28.23158809
-36.19,41.1191957,-36.19,30.82076937,6.746611615,60.32026184,3.464101615,-0.59,-0.436,4.723645615,5.676589615,11.40810162,-94.13189838,-34.56,28.22780433
-36.19,41.12195158,-36.19,30.85698008,6.781208829,60.32430462,3.498478829,-0.59,-0.436,4.758022829,5.710966829,11.44247883,-94.09752117,-34.56,28.22969621
-36.19,41.1191957,-36.19,30.88845813,6.814300371,60.32026184,3.531790371,-0.59,-0.436,4.791230371,5.744278371,11.47679037,-94.07620963,-34.56,28.22780433
-36.19,41.12470747,-36.19,30.92436085,6.846976097,60.32834739,3.564026097,-0.59,-0.436,4.823466097,5.776514097,11.5080261,-94.0319739,-34.56,28.23158809
-36.19,41.12470747,-36.19,30.95551094,6.878126185,60.32834739,3.595176185,-0.59,-0.436,4.854720185,5.807664185,11.53917619,-94.00082381,-34.56,28.23158809
-36.19,41.12057364,-36.19,30.98281566,6.907851148,60.32228323,3.625231148,-0.59,-0.436,4.884671148,5.837611148,11.56923115,-93.97076885,-34.56,28.22875027
-36.19,41.12470747,-36.19,31.01451658,6.937131831,60.32834739,3.654181831,-0.59,-0.436,4.913621831,5.866561831,11.59818183,-93.94181817,-34.56,28.23158809
-36.19,41.12608541,-36.19,31.04327091,6.965079414,60.33036878,3.682019414,-0.59,-0.436,4.941459414,5.894399414,11.62601941,-93.91398059,-34.56,28.23253403
-36.19,41.1191957,-36.19,31.06540318,6.991245418,60.32026184,3.708735418,-0.59,-0.436,4.968279418,5.921223418,11.65373542,-93.89926458,-34.56,28.22780433
