0,1,2,3,4,5
592.7796182996029,122.04597182412549,20.05802904467384,-0.392701023888448,0.021242323407567175,-0.0026358908227027476
-85.407551555591,2.488879887192735,-0.007082834896227593,-0.0001683092295912323,0.012032073185848853,-0.009930053419820502
-85.33238623208543,2.488877534416651,-0.00713772335115875,0.001078411902628804,0.010931702672376774,-0.012360269584370495
-85.25722428650727,2.4887657379656543,-0.007264382708436904,0.0009163760132765084,0.009841161698445768,-0.01479472360850626
-85.20648508137796,2.487221260672697,-0.007230835733248745,0.0009119225116249686,0.009860149439757089,-0.014789408730700582
-85.18017111807204,2.484162410508291,-0.007561476334896559,0.0003943454858733203,0.010868287598247048,-0.012287820002127135
-85.12943193477874,2.48261718680797,-0.007562320157572808,0.00039281836335194116,0.01087793573870891,-0.012279517441855427
-85.1519620022346,2.476740944084865,-0.006870657560930213,0.00014647194808679425,0.014281000656534797,-0.004991737207006881
-85.15006497626622,2.47243796535894,-0.006544834509249446,0.0018744738704284621,0.016482279407358746,-9.355211520614962e-05
-85.05048023588435,2.4737606867664677,-0.0067661835060592555,0.0015492483455204532,0.014299806998739265,-0.004973881909365545
-84.99974105259072,2.4722154630661475,-0.006767027328733911,0.0015477212229980297,0.01430945513919531,-0.0049655793491077595
-84.94900186929723,2.4706702393658304,-0.006767871151408928,0.0015461941004755422,0.014319103279652155,-0.004957276788848542
-84.89826271852301,2.469123925056313,-0.0067998408691639315,0.0015473478466492756,0.014320493740405,-0.004945855042971163
-84.82310077294463,2.469012128605319,-0.006926500226441652,0.001385311957281056,0.013229952766467986,-0.007380309067124523
-84.7967843194166,2.466034568264884,-0.0067704026194323145,0.001541612732907279,0.01434804770101774,-0.004932369108083473
-84.72162235200241,2.4659235182212504,-0.006862671178846957,0.0013766504644088184,0.013266846327934822,-0.007369810814692153
-84.69530593099378,2.4629448672716086,-0.006737699466918956,0.0015356321087323704,0.014376683582785875,-0.004918751670020104
-84.64456674770007,2.4613996435712893,-0.006738543289593376,0.0015341049862096477,0.0143863317232406,-0.004910449109765606
-84.56940485647702,2.4612860101037395,-0.006930719339814659,0.0013776763446679391,0.013278193468746868,-0.007338796265842026
-84.54308840294878,2.4583084497632925,-0.006774621732805986,0.001533977120294547,0.014396288403298901,-0.004890856306794976
-84.49234921965515,2.456763226062973,-0.006775465555480647,0.0015324499977719787,0.01440593654375495,-0.0048825537465378354
-84.41719067384014,2.4565412395297446,-0.007008286612979117,-3.541653407463096e-05,0.013315885508526687,-0.007318257947814793
-84.317605922306,2.4578643631427806,-0.007191979909145307,-0.0003638139485448311,0.011143834621918588,-0.01220144392124818
-84.34013502586626,2.4520188576945183,-0.006815377127998317,0.00011618522946458592,0.014454050105535916,-0.004864871607812382
-84.28939248648118,2.4505823312617117,-0.006778840846179163,0.0015263415076816123,0.014444529105578124,-0.004849343505511512
-84.2152099923021,2.4179593276361317,0.006255814114865575,0.0014889718872474838,-0.034689053493547305,-0.015201506489781049
-84.16447080900862,2.4164141039358147,0.006254970292190638,0.0014874447647251412,-0.03467940535309049,-0.015193203929521875
-84.13815101007256,2.413544896661042,0.00645171290647531,0.0030551834306578643,-0.03357939763779869,-0.01273790692526113
-84.03856629105748,2.414866929664896,0.006236893715235389,0.0027294668848810554,-0.03575970620411986,-0.017617973713103377
-83.98782709708054,2.413322050166426,0.006232784989778567,0.002728185272791892,-0.03575113998481789,-0.01760980265601786
-83.98593592857874,2.408828682143494,0.005996834027654897,0.002373797882582493,-0.03365107039163431,-0.012662338157407487
